point,pgrass_250,ed_250,pgrass_3000,ed_3000
1SI3-04,0.318818048563107,0.02366845080649869,0.011987770525398492,0.015823864495441403
1SI3-05,0.2155279711327019,0.03079393463178949,0.01198777052539909,0.015823864495441403
2LE6-01,0.9460468028161992,0.005063029193161101,0.2366357007772534,0.012542774699685339
2LE6-02,0.7287198280367819,0.007872272329953073,0.1767589185658966,0.013459326312712863
2LE6-03,0.775218780254698,0.008233618012184056,0.17198981808922986,0.013226186732849855
2LE6-04,0.8244363156075596,0.004824560562732391,0.17004899052672864,0.012971011192211399
2LE6-05,0.8759269746553261,0.0022425911804141246,0.1661323918967631,0.012525214445023133
2LE6-06,0.8353922373046668,0.004535910125394338,0.16096013573538123,0.012311316560921147
2LE6-07,0.8956942120309085,0.010834108740132636,0.1839056441205991,0.012806007487676636
2LE6-08,0.9617386085496079,0.003042328073613622,0.1988669044661983,0.012463545006461458
2LE6-09,0.8387914961595956,0.014329613963897005,0.21587941509233485,0.012477561285989924
2LE6-10,0.8250209314465741,0.00948812359255378,0.22949885803384415,0.012561247158099925
2LE6-20,0.7395689285830832,0.005122587368009321,0.19213659805896355,0.01231767536516803
2LE6-22,0.927823185209572,0.00782239151538346,0.20932014653283226,0.012345362372005128
1LI3-01,0.956659785003937,0.0021330483224934345,0.2836807208505305,0.00506677965058109
1LI3-02,0.8635581855654729,0.0031555317451689656,0.2686057525394928,0.005133739356937355
1LI3-03,0.815745711582135,0.004976463552830315,0.24951307913440812,0.005180087471979928
1LI3-04,0.7516383904007803,0.005140765541864182,0.2349761291677964,0.0051943603070384176
1LI3-05,0.8590843223684854,0.005694792280309675,0.2386487197241369,0.0053611249107931944
1LI3-06,0.8325361444786256,0.005348911286370638,0.2670325813000507,0.005084265265066574
1LI3-07,0.8978313399227744,0.004030161450642017,0.2841480236348111,0.005029567518180406
2LE5-01,0.9848317866474209,0.002727453221431983,0.34782302604574417,0.005818375177739708
2LE5-02,1.0000000000000426,0,0.321279190287682,0.005653057310520331
2LE5-03,1.0000000000000249,0,0.27208257164003996,0.005734106636146998
2LE5-04,0.9999999999999906,0,0.23141927230720996,0.00562043635203286
2LE5-05,1.0000000000000415,0,0.19939899995905586,0.0053123118215847465
2LE5-06,0.995321412096763,5.894188072478152e-4,0.17806831330051776,0.004646003767686286
2LE5-07,1.0000000000000404,0,0.24849815239367673,0.005563501994520632
2LE5-08,0.9999999999999668,0,0.291520584617803,0.005604648134325498
2LE5-09,0.8057154688812735,0.0033492528528241473,0.1664163383421486,0.004153087304958659
2LE5-11,0.9982638066757509,5.190628085454686e-4,0.3286064579220594,0.005691643925034735
2LE5-16,0.9744994250161992,0.004168589438385561,0.34831375533583675,0.005784344450852018
2LE5-23,1.0000000000000226,0,0.2860275028449586,0.00566131620392695
2LE5-26,0.9999999999999988,0,0.29850083414657486,0.005728767599430168
2LE5-27,1.0000000000000047,0,0.28875604002161565,0.005677946658722402
2LE5-28,0.7905652663298968,0.0029378780177796173,0.2967684455611138,0.005765554536292107
2LE5-31,0.9999999999999906,0,0.2637672320553171,0.005701559691298854
2LE5-32,0.9881074624761614,0.0011118167344365273,0.24851161977085282,0.005826742410332354
3LE2b-01,1.0000000000000642,0,0.4970954294532199,0.007980100297971745
3LE2b-02,0.9999999999999086,0,0.5030420667706332,0.008050445198961502
3LE2b-03,0.9962136826791478,5.305183677699392e-4,0.505847093163364,0.008102863263852829
3LE2b-04,1.000000000000082,0,0.5110695685224088,0.008225326908674054
3LE2b-05,0.8637935850636552,0.003313272253849396,0.5090990859675661,0.008451410218612284
3LE2b-06,0.8280164175754576,0.00831929734397732,0.5047875119915527,0.008289448472235372
3LE2b-07,0.9347188992790239,0.00559797515621888,0.4998330012372581,0.00806588177966843
